ID,From,To,"Lower Vert.
Limit (FL)","Upper Vert.
Limit (FL)","Available or Not
(Y/N)",Utilization,"DCT Time
Availability","Operational
Goal",Remarks,"Direction of
Cruising Levels",ATC Unit,"Release
Date"
EP5212,MEBIV,RILAB,095,660,Yes,"ONLY AVBL FOR TFC
DEP EPMO/WA",H24,To enable connection between POLFRA and TMA Warszawa,POLFRA,,EPWWACC,
EP5222,OLILA,UDROV,095,660,Yes,"ONLY AVBL FOR TFC
DEP EPMO/WA with ARR EPSY",H24,To enable connection between POLFRA and TMAs,POLFRA,,EPWWACC,
LS5170,OLBEN,OSKUP,MEA,095,Yes,"ONLY AVBL FOR TFC
DEP BASEL_GROUPwith ARR LSGC",H24,To optimize traffic flow from LFSB+ to LSGC.,,Even,LSAZACC,
YX5480,PETOM,MILGI,245,660,Yes,"ONLY AVBL FOR TFC
type M",H24,To facilitate military transit traffic,,Even,EDYYUAC,
YXED5012,NVO,BODLA,305,660,Yes,"NOT AVBL FOR TFC
1. DEP EDGGFIR
2. ARR EPPO/SC",H24,"To offer shorter route options
(crossborder DCT MUAC and KUAC)",FRAMaK,Odd,"(EDUUUAC,
EDYYUAC)",
EG5257,BANEM,SONDO,245,660,Yes,"ONLY AVBL FOR TFC
DEP DEP EGXW/YD, EAST_ANGLIAN_GROUP
Via REDFA",H24,Link DCT to connect East Anglian departures to REDFA.,,,EG**ACC,
EG5344,BANEM,SONDO,MEA,660,Yes,"COMPULSORY FOR TFC
DEP EGSH
Via REDFA
With RFL above FL135",H24,To ensure traffic follows the standard route.,,,EG**ACC,
EBED5001,NETEX,RASCA,105,660,Yes,"ONLY AVBL FOR TFC
DEP EDDL/LV
With RFL above FL245 in EBURUIR",When EBTRANA/EBTRANB/ EBTRASB not active,Better flight planning,,Even,"(EBBUACC,
EDYYUAC)",
YXEB5002,NAVAK,DENUT,185,660,Yes,"ONLY AVBL FOR TFC
DEP EDDK
------
NOT AVBL FOR TFC
ARR EBOS/KT/FN, EHAAFIR","MON..THU 23:00..07:00 (22:00..06:00)
FRI 23:00 (22:00)..MON 07:00 (06:00)","Free Route Airspace Maastricht
Shorter route for specified traffic",,Even,"(EDYYUAC, EBBUACC)",
EG5387,BANEM,TEBRA,MEA,155,Yes,"COMPULSORY FOR TFC
DEP EGSH
With ARR EGKK",H24,To accommodate positioning flights.  Traffic shall file TEBRA Y4 ABTUM to pick up the STAR.,,,EG**ACC,
YX5493,MEVEL,HMM,245,660,Yes,"ONLY AVBL FOR TFC
DEP EHBK/EH",H24,In order to allow flights proceeding via HMM to file an RFL above FL245 at LUSIX,,Odd,EDYYUAC,
YX5474,MCS,LONAM,245,660,Yes,"ONLY AVBL FOR TFC
type M","MON..THU 22:00..05:00 (21:00..04:00)
FRI 22:00 (21:00)..MON 05:00 (04:00)
HOL",To facilitate military transit traffic,,Even,EDYYUAC,
YX5472,LONAM,MCS,245,660,Yes,"ONLY AVBL FOR TFC
type M","MON..THU 22:00..05:00 (21:00..04:00)
FRI 22:00 (21:00)..MON 05:00 (04:00)
HOL",To facilitate military transit traffic,,Odd,EDYYUAC,
EG5000,DET,SND,MEA,660,Yes,"ONLY AVBL FOR TFC
DEP EGKB/LC/TO",H24,To enable traffic DEP EGKB/LC to connect to the airway structure via CLN/LAM,,,EG**ACC,
EG5336,JACKO,REDFA,MEA,195,Yes,"ONLY AVBL FOR TFC
acft-eqpt Not (D1, D2, D3, D4, O1, O2, O3, O4)
Via NEVIL",H24,To connect M189 to REDFA.  This traffic must remain below FL195 until after REDFA.,,,EG**ACC,
EG5164,LAPRA,CLN,MEA,660,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
1. DEP EGSH
    With ARR EGTO
2. DEP EGUL/UN
    Via REDFA
    With RFL below FL105",H24,To enable traffic DEP EGSH to file via CLN,,,EG**ACC,
YX50012,INLAR,TINIK,245,660,Yes,"ONLY AVBL FOR TFC
Type M
DEP ETAR/AD",H24,To facilitate military transit traffic,,Even,EDYYUAC,
EG50150,LOGAN,RATLO,MEA,660,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
DEP EGMD
1. Via SOMVA
2. ARR EGSH
3. Via REDFA
     acft-eqpt (D1, D2, D3, D4, O1, O2, O3, O4)",H24,To ensure traffic follows the standard departure route,,,EG**ACC,
EG5277,GALSO,ELVOS,105,660,Yes,"ONLY AVBL FOR TFC
ARR MANCHESTER_GROUP
With RFL above FL245",00:30..06:00 (23:30..05:00) at GALSO,Night Time Flight Efficiency option.,,,EG**ACC,
EG5278,GALSO,LESTA,125,660,Yes,"ONLY AVBL FOR TFC
With RFL above FL245
1. ARR EGCN/NC/NH/NJ/NM/NO/NS
2. Via RODOL",00:30..06:00 (23:30..05:00) at GALSO,Night Time Flight Efficiency option.,,,EG**ACC,
EG5280,GALSO,WELIN,075,660,Yes,"ONLY AVBL FOR TFC
ARR MIDLANDS_GROUP
With RFL above FL245",00:30..06:00 (23:30..05:00) at GALSO,Night Time Flight Efficiency option.,,,EG**ACC,
EG5294,GALSO,BETAX,245,660,Yes,"ONLY AVBL FOR TFC
With RFL above FL245
1. ARR EGNT/NV/PD, SCOTTISH_GROUP 
2. Via MAMUL",00:30..06:00 (23:30..05:00) at GALSO,Night Time Flight Efficiency option.,,,EG**ACC,
EG5001,SPEAR,CLN,MEA,660,Yes,"ONLY AVBL FOR TFC
DEP EGTO
Via CLN",H24,To ensure connectivity from EGKB to CLN,,,EG**ACC,
YXED5008,EKERN,TABAT,245,660,Yes,"NOT AVBL FOR TFC
1. ARR EDMMFIR
2. Between FL245-FL325 closed for cruising","MON..THU 23:00..07:00 (22:00..06:00)
FRI 23:00 (22:00)..MON 07:00 (06:00)","1, To offer shorter route options
(crossborder DCT MUAC and KUAC) 
2. To facilitate climbing traffic",FRAMaK,Odd,"(EDUUUAC,
EDYYUAC)",
LF5362,RLP,AMODO,345,500,Yes,"NOT AVBL FOR TFC
DEP ZURICH_AREA, LFEEFIR","H24
AIRAC  NOV..AIRAC  FEB",To offer shorter route option,,Even,LFEEACC,
LZ5155,REDSI,MEBAN,125,660,Yes,"ONLY AVBL FOR TFC
ARR EPKK/KT",H24,FRA connectivity,,Odd,LZBBACC,
EG5360,SOMVA,ELVOS,105,660,Yes,"ONLY AVBL FOR TFC
With RFL above FL245
ARR MANCHESTER_GROUP
Via TNT",23:30..06:00 (22:30..05:00) at SOMVA,Night time direct routeing,,,EG**ACC,
EG50312,ADNAM,TEDSA,MEA,660,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
DEP EGSC
Via GIVPO,LEDBO,REDFA,SOMVA",H24,To ensure this traffic follows standard departure routing. To de-conflict with EGSS airspace,,,EG**ACC,
EG50315,JACKO,RATLO,MEA,245,Yes,"ONLY AVBL FOR TFC
Via NEVIL
1. acft-eqpt (D1, D2, D3, D4, O1, O2, O3, O4)
2. Via BANEM",H24,To connect M189 to M197 REDFA and BANEM.,,,EG**ACC,
EG50313,LOGAN,REDFA,MEA,195,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
acft-eqpt Not (D1, D2, D3, D4, O1, O2, O3, O4)
DEP EGMD
Via REDFA",H24,To ensure traffic follows the correct arrival routing.  This traffic must remain below FL195 until after REDFA.,,,EG**ACC,
EG50314,RATLO,BANEM,MEA,245,Yes,"COMPULSORY FOR TFC
DEP EGMD
With ARR EGSH
------
NOT AVBL FOR TFC
ARR EGSH 
With RFL above FL215 in EG",H24,To ensure traffic follows the correct arrival routing.  This traffic must remain below FL215 to ensure correct sector sequences.,,,EG**ACC,
EG50310,TEDSA,SOMVA,MEA,660,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
DEP EGSC
Via SOMVA",H24,To ensure this traffic follows standard departure routing. To de-conflict with EGSS airspace,,,EG**ACC,
LM5078,ARLOS,RASNO,235,285,Yes,"ONLY AVBL FOR TFC
type M",H24,DOGWOOD RPA Corridor  (FL235 - FL285) / GH DOGWOOD RPA Corridor (FL395 - FL610),,,LMMMACC,
EG50121,ABSAV,RUDMO,MEA,660,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
ARR FARNBOROUGH_GROUP via KATHY/GIBSO",H24,To ensure standard arrival route is followed ABSAV DCT RUDMO DCT GWC DCT PEPIS DCT ROVUS,,,EG**ACC,
LT5000,ADKAR,HTY,275,660,Yes,"NOT AVBL FOR TFC
ARR LTDA",H24,To avoid ADZ,,,LT**ACC,
EG5178,ADELU,UPTON,MEA,660,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
ARR EGNJ
Above FL095
Via EMBOR/TNT",H24,"To ensure traffic files ADELU DCT UPTON L975 GOLES
Traffic below FL095 is not subject to this restriction",,,EG**ACC,
EG5404,ADN,NATEB,MEA,245,Yes,"ONLY AVBL FOR TFC
1. DEP EGPB
    With ARR EGNT
2. DEP EGPD
    With ARR LONDON_GROUP/EGNT/SH",H24,To accommodate traffic that can accept an ATSOCAS service when P18 is not available.,,,EG**ACC,
LSED5022,ALAGO,RAVED,MEA,105,Yes,"ONLY AVBL FOR TFC
DEP EDNY, LSZR
With ARR EDTM",H24,To facilitate flight planning,,Odd,LSAZACC,
LH5009,ALAMU,EPARI,MEA,660,Yes,"COMPULSORY FOR TFC
DEP LOWW
Via ALAMU
05:00..23:00 (04:00..22:00)",H24,To avoid high traffic complexity in LH sectors,,,LHCCACC,
LD5043,ALIVO,EVINI,075,135,Yes,"ONLY AVBL FOR TFC
ARR LDLO",H24,Segregation of arriving traffic LDLO and arriving/departing traffic LDRI,,Odd,LDZOACC,
LI5016,AMANO,ELB,295,305,Yes,"TBD
- General conditions apply",21:00..06:00 (21:00..05:00),Night time fuel saving route (NTFSR),,,LI**ACC,
LF5326,ASGUN,ABNUR,315,660,Yes,"TBD
- General conditions apply",22:00..06:00 (23:00..04:00),"Night Time Fuel saving Route
Time limitation refers to time over ABNUR",FRAF,Even,LFEEACC,
EG5378,AVANT,VELAG,MEA,660,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
Via AVANT 
ARR EGNX
Above FL215 in EGTTFIR/UIR",23:30..05:00 (22:30..04:00) at AVANT,Fuel efficient routeing for EGNX arrivals during night time hours,,,EG**ACC,
LF5433,AVN,NG,MEA,085,Yes,"ONLY AVBL FOR TFC
ARR MONTPELLIER_GROUP, RHONE_GROUP, LFMP",H24,To facilitate arrivals through military airspace,,,LFMMACC,
EG50290,BABRA,BAGSO,MEA,145,Yes,"NOT AVBL FOR TFC
Above FL145 In EG or EI airspace",H24,"To enable operators to flightplan beneath the base of L70
This DCT should only be used by aircraft that cannot fly above FL145. Flights using this DCT will be outside of controlled airspace and must remain below FL145 through all of UK and Irish airspace. Traffic should not descend from a higher FL to use this DCT",,,EG**ACC,
LF5422,BALEN,ETREK,245,500,Yes,"TBD
- General conditions apply",23:00..03:30 (23:00..02:30),"Night time fuel saving route (NTFSR).
Time limitation refers to time over BALEN and ETREK. In case of military activity, anticipate ATC vectors via BALEN DCT OBLAD DCT SOSUR DCT ETREK.",FRAF,Even,LFMMACC,
LF5420,BALSI,NILDU,245,500,Yes,"TBD
- General conditions apply",22:00..04:00 (22:00..03:00),"Night time fuel saving route (NTFSR).
Time limitation refers to time over BALSI and NILDU. In case of military activity, anticipate ATC vectors via BALSI DCT MTG DCT MAMES DCT BISBA.",FRAF,Odd,LFMMACC,
LF5434,BAMGO,AKUNU,MEA,115,Yes,"ONLY AVBL FOR TFC
DEP LFMP
With ARR LFMT",H24,To facilitate city pair,,,LFMMACC,
LF5435,BAMGO,KELAM,MEA,115,Yes,"ONLY AVBL FOR TFC
DEP LFMP",H24,To allow connection from SID to network,,,LFMMACC,
LF5436,BAMGO,SIJAN,MEA,115,Yes,"ONLY AVBL FOR TFC
DEP LFMP",H24,To allow connection from SID to network,,,LFMMACC,
LF5437,BAMGO,ZR,MEA,115,Yes,"ONLY AVBL FOR TFC
DEP LFMP
With ARR LFMU",H24,To facilitate city pair,,,LFMMACC,
LF5421,BALSI,VATIR,245,500,Yes,"TBD
- General conditions apply",22:00..04:00 (22:00..03:00),"Night time fuel saving route (NTFSR).
Time limitation refers to time over BALSI and VATIR. In case of military activity, anticipate ATC vectors via BALSI UN852 VATIR.",FRAF,Odd,LFMMACC,
EG5014,BANEM,CLN,MEA,155,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
DEP EGSH
With ARR EGLD/LL/WU",H24,"To enable flight planning for the city pair. Insufficient traffic to justify permanent controlled airspace.
combined with CLN DCT LAM EG**5014",,,EG**ACC,
EG50238,BANEM,JACKO,MEA,660,Yes,"COMPULSORY FOR TFC
DEP EGSH
Via KONAN
With RFL above FL105 in EGTTUIR/FIR",H24,To ensure traffic follows standard route.,,,EG**ACC,
EG5050,BANEM,JACKO,245,660,Yes,"ONLY AVBL FOR TFC
DEP EGSH",H24,Link route DCT for EGSH traffic which climbs above FL245. Insufficient traffic to justify permanent controlled airspace.,,,EG**ACC,
EG50296,BARTN,POL,MEA,660,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
ARR EGNM
Via REXAM",H24,To ensure standard arrival route,,,EG**ACC,
LF5335,BEGAR,ROUSY,245,660,Yes,"TBD
- General conditions apply",22:00..06:00 (23:00..04:00),"Night Time Fuel saving Route
Time limitation refers to time over ROUSY
In case of Defence activity route via ROSLA UN851 MASEK",FRAF,Even,LFEEACC,
EG5291,BKY,BUZAD,MEA,660,Yes,"ONLY AVBL FOR TFC
DEP EGS* except EGSS
With ARR EGBB/BE",H24,To ensure traffic DEP EGSS via BUZAD departs on a UTAVA SID,,,EG**ACC,
EG5270,BKY,LAM,MEA,660,Yes,"COMPULSORY FOR TFC
DEP EGSH
Via MID/LYD/KAPEX/KUMIL/SAM
With RFL above FL215 in EGTTFIR/UIR",H24,To enforce standard departure routing to de-conflict traffic DEP EGSH from London TMA traffic,,,EG**ACC,
EG5439,BOGNA,HARDY,155,660,Yes,"ONLY AVBL FOR TFC
DEP EGH*  (except EGHI), EGLL, FARNBOROUGH_GROUP",H24,To overcome IFPS profiling issues.,,,EG**ACC,
LF5305,BOKNO,PON,305,660,Yes,"ONLY AVBL FOR TFC
Via PON DCT LUMIL",21:00..06:00 (22:00..05:00),"Night Time Fuel saving Route
Time limitation refers to time over BOKNO and LUMIL
In case of Defence activity route via BOKNO UN858 VANAD UN874 BAMES UT191 PODEM UN873 VEKIN",FRAF,Even,LFRRACC,
EG5109,BOYNE,IOM,195,245,Yes,"NOT AVBL FOR TFC
DEP DUBLIN_GROUP
Except ARR EGNS",H24,To reduce complexity for Dublin ATC. To enable flight planning above  Y911,,,EG**ACC,
EG5200,BOYNE,REDFA,225,660,Yes,"ONLY AVBL FOR TFC
Via KOKIB/NETKI
Exiting EG** via REDFA
With RFL above FL285
Except ARR EB**, EG**, LF**",00:01..05:20 (23:01..04:20) at BOYNE,Night Time Fuel Saving Route,,,EG**ACC,
EG5202,BOYNE,LAMSO,225,660,Yes,"ONLY AVBL FOR TFC
Via BEXET/KOKIB/NETKI
Exiting EG** via LAMSO
With RFL Above FL285
------
NOT AVBL FOR TFC
ARR EBAW, EG**, EH** (except GRONINGEN_GROUP ), LF**",00:01..05:20 (23:01..04:20) at BOYNE,Night Time Fuel Saving Route,,,EG**ACC,
EG5267,BPK,SILVA,MEA,660,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
DEP EGSG
via LELNA/ORTAC
with ARR EGHO",H24,To force traffic DEP EGSG onto the correct standard route within TC airspace,,,EG**ACC,
EG50239,BPK,WELIN,MEA,660,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
DEP EGLC
WITH ARR MANCHESTER_GROUP, MIDLANDS_GROUP, EGBG/NE",H24,To ensure correct sector entry within Terminal Control Area,,,EG**ACC,
LF5464,BREMO,BTA,MEA,195,Yes,"ONLY AVBL FOR TFC
DEP LFKS",H24,To facilitate departures changing from GAT to OAT rules after BREMO,,,LFMMACC,
LF5439,BTA,BREMO,MEA,195,Yes,"ONLY AVBL FOR TFC
ARR LFKS",H24,To facilitate arrivals changing from GAT to OAT rules after BREMO,,,LFMMACC,
EB5014,BUB,SUTAL,155,245,Yes,"ONLY AVBL FOR TFC
With RFL below FL245","MON..THU 22:00..05:00 (21:00..04:00)
FRI 17:00 (16:00)..MON 06:00 (05:00)",Flight efficiency,,Odd,EBBUACC,
EG5234,BOYNE,DIBAL,225,660,Yes,"ONLY AVBL FOR TFC
ARR EBAW, EH** (except GRONINGEN_GROUP )
Via BEXET/KOKIB/NETKI
Exiting EG** via LAMSO
With RFL above FL285",00:01..05:20 (23:01..04:20) at BOYNE,Night Time Fuel Saving Route,,,EG**ACC,
EG50297,CALDA,POL,MEA,660,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
ARR EGNM
Via CALDA",H24,To ensure standard arrival routeings into EGNM,,,EG**ACC,
EG5093,CALDA,NUGRA,195,245,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
DEP EGPXFIR, EGNC
With ARR EGLD/LL/WU
With RFL between FL195 and FL245
Via CALDA",H24,Positioning routes for LAC traffic orientation.  Link route to connect to STAR for EGLD/LL/WU,,,EG**ACC,
EG5057,CALDA,DESIG,195,660,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
Via DCS
With RFL above FL245
1. ARR EGSH/UL/UN/XW
2. Via LAMSO/MAMUL/NAPEX/NAVPI",H24,To enable connectivity between   UL612 and L603,,,EG**ACC,
EG50307,CLN,TEDSA,MEA,195,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
Via SOVAT
With ARR EGSH",H24,To ensure standard route is followed across LTMA,,,EG**ACC,
EG50188,CLN,LAM,MEA,155,Yes,"COMPULSORY FOR TFC
1. DEP EGSH
Below FL155
With ARR EGLD/LL/WU
2. DEP EGLC
With ARR EGLD/LL/WU",H24,"1.Link route for city pair / combined with BANEM DCT CLN.
2. To ensure positioning traffic follows standard routeing.",,,EG**ACC,
EG50130,CLN,LOGAN,MEA,075,Yes,"COMPULSORY FOR TFC
1. DEP EGGW/SC/SS/WU
With ARR EGKB/LC/MC
2. DEP EGMC
   WITH ARR EGLC",H24,To accommodate positioning flights,,,EG**ACC,
LF5440,CM,AVN,MEA,095,Yes,"ONLY AVBL FOR TFC
DEP LFMY
With ARR LFMV",H24,To allow arrivals LFMV changing from OAT to GAT rules after CM,,,LFMMACC,
LF5405,CLM,DISAK,295,500,Yes,"ONLY AVBL FOR TFC
Via  FAMEN DCT CLM",22:00..05:00 (23:00..04:00),"Night time fuel saving route (NTFSR).
Time limitation refers to time over FAMEN and DISAK",FRAF,Odd,"(LFEEACC,
LFRRACC)",
EG5059,DCS,NATEB,105,245,Yes,"ONLY AVBL FOR TFC
ARR EGNT",H24,There is no reasonable alternative route that can be flight planned.,,,EG**ACC,
LFLS5001,DEPUL,AMKEN,MEA,195,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
DEP GENEVA_GROUP
1. With ARR LFHS/HV/LL/LM/LN/LO/LY, LFLS (except non-RNAV)
    With RFL below FL085
2. ARR LFLS
    Type non-RNAV
    With RFL below FL105",H24,"To facilitate city pair traffic
LOA  LSGG APP / LFLL APP",,,"(LFMMACC,
LSAGACC)",
EG50293,DENBY,MCT,MEA,195,Yes,"ONLY AVBL FOR TFC
DEP EGCN/NJ
------
COMPULSORY FOR TFC
DEP EGCN/NJ
WITH ARR EGGW/KB/LC/MC/SC/SS/TO
Above FL075",H24,To ensure standard routes are followed,,,EG**ACC,
EG50309,DET,CLN,MEA,145,Yes,"COMPULSORY FOR TFC
DEP EGKB
With ARR EGSH",H24,To ensure correct route within LTMA,,,EG**ACC,
EG5406,DET,BIG,MEA,085,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
DEP EGKB/TO with ARR EGLD/LL/WU",H24,To ensure correct route for positioning traffic,,,EG**ACC,
EG50152,DET,LARCK,MEA,075,Yes,"ONLY AVBL FOR TFC
1. DEP EGKB/MC/TO
With ARR EGKK
2. ARR EGKR
------
COMPULSORY FOR TFC
DEP EGKB/MC/TO
With ARR EGKK",H24,To ensure correct route for positioning traffic,,,EG**ACC,
EG5333,DET,TRIPO,MEA,075,Yes,"NOT AVBL FOR TFC
DEP EGGW
With ARR EGKK",H24,To ensure traffic joins the TIMBA STAR at DET,,,EG**ACC,
LF5428,CIRTA,GIGUS,285,500,Yes,"TBD
- General conditions apply",22:00..05:00 (22:00..04:00),"Night time fuel saving route (NTFSR).
Time limitation refers to time over CIRTA and GIGUS. In case of military activity, anticipate ATC vectors via CIRTA UM2 ETOIL DCT VAREK DCT OMARD DCT BARSO UM622 MOBLO. The route extension from CIRTA to MOBLO is 12 NM.",FRAF,Even,LFMMACC,
EG5203,DEXEN,REDFA,225,660,Yes,"ONLY AVBL FOR TFC
Via BEXET/OLGON
Exiting EG** via REDFA
With RFL above FL285
Except ARR EB**, EG**, LF**
------
NOT AVBL FOR TFC
below FL225",00:01..05:20 (23:01..04:20) at DEXEN,Night Time Fuel Saving Route,,,EG**ACC,
EG5205,DEXEN,LAMSO,185,660,Yes,"ONLY AVBL FOR TFC
Via GISTI/OLGON
Exiting EG** via LAMSO
With RFL above FL285
------
NOT AVBL FOR TFC
ARR EBAW, EG**, EH** (except GRONINGEN_GROUP ), LF**",00:01..05:20 (23:01..04:20) at DEXEN,Night Time Fuel Saving Route,,,EG**ACC,
EG5235,DEXEN,DIBAL,185,660,Yes,"ONLY AVBL FOR TFC
ARR EBAW, EH** (except GRONINGEN_GROUP )
Via GISTI/OLGON
Exiting EG** via LAMSO
With RFL above FL285",00:01..05:20 (23:01..04:20) at DEXEN,Night Time Fuel Saving Route,,,EG**ACC,
LF5274,DIVKO,SALIN,MEA,500,Yes,"ONLY AVBL FOR TFC
ARR LFTW",H24,To allow shortest connection in upper airspace. Internal flight plan processing system requirement,,,LFMMACC,
LF5105,CIRTA,KUPIM,285,500,Yes,"ONLY AVBL FOR TFC
Via KUPIM DCT OMARD DCT NOSTA",21:00..05:30 (21:00..04:30),"Night time fuel saving route (NTFSR).
Time limitation refers to time over CIRTA and NOSTA. In case of military activity, anticipate ATC vectors via KUPIM DCT VAREK DCT DIVUL DCT NOSTA. The route extension from KUPIM to NOSTA is 5.5 NM.",FRAF,Even,LFMMACC,
LF5074,DOLIS,LUNOR,195,500,Yes,"ONLY AVBL FOR TFC
Via LUNOR DCT VENTA DCT LOGNI
1. ARR ROISSY_GROUP , LFOB
2. Military GAT",21:00..05:30 (21:00..04:30),"Night time fuel saving route (NTFSR).
Shorter route for specified traffic. Time limitation refers to time over DOLIS and LOGNI. In case of military activity, anticipate ATC vectors via LUNOR DCT OBLAD DCT SOSUR DCT LOGNI. The route extension from LUNOR to LOGNI is 1.6 NM.",FRAF,Even,LFMMACC,
LF5106,CIRTA,NESUL,285,500,Yes,"ONLY AVBL FOR TFC
Via NESUL DCT BARSO",21:00..05:30 (21:00..04:30),"Night time fuel saving route (NTFSR).
Time limitation refers to time over CIRTA and BARSO. In case of military activity, anticipate ATC vectors via CIRTA UM2 ETOIL DCT VAREK DCT OMARD DCT BARSO. The route extension from CIRTA to BARSO is 14.7 NM.",FRAF,Even,LFMMACC,
LY5045,DONIV,ETIDA,145,205,Yes,"ONLY AVBL FOR TFC
DEP LYBE/BT",H24,To enable shorter route option.,,Odd,LYBAACC,
LF5214,DORDI,DIVDA,MEA,065,Yes,"ONLY AVBL FOR TFC
DEP ORLY_GROUP",H24,To allow connection to network for Orly Group departures via DORDI,,,LFFFACC,
EG50287,DTY,CPT,085,245,Yes,"NOT AVBL FOR TFC
DEP EGBB/NX",H24,This traffic shall file DTY M605 SILVA M183 CPT.,,,EG**ACC,
EG5416,DTY,WCO,245,660,Yes,"ONLY AVBL FOR TFC
1. DEP EGBG/BK
2. DEP EGBB Non-RNAV1/RNP1 (NOT D1,D2,D3,D4, O1, O2, O3 or O4)  equipped aircraft
Except via CPT/COWLY",H24,"Link DCT to STARS
2. To enable non RNAV1/RNP1 equipped aircraft from Runway 15 to connect to the LTMA STARs at WCO.  Non RNAV1/RNP1 deps via COWLY/CPT should file via DTY M605 SILVA.",,,EG**ACC,
EG5090,DTY,EXMOR,MEA,245,Yes,"ONLY AVBL FOR TFC
DEP EGNX
With ARR EGTE",23:01..03:30 (22:01..02:30),To enable a more efficient option for the city pair at night.,,,EG**ACC,
LF5418,CORSI,OMARD,285,500,Yes,"ONLY AVBL FOR TFC
Via OMARD DCT LOGNI",23:00..03:30 (23:00..02:30),"Night time fuel saving route (NTFSR).
Time limitation refers to time over CORSI and LOGNI.",FRAF,Even,LFMMACC,
LF5277,CORSI,PIGOS,285,500,Yes,"TBD
- General conditions apply",22:00..04:30 (22:00..03:30),"Night time fuel saving route (NTFSR).
Time limitation refers to time over CORSI and PIGOS",FRAF,Even,LFMMACC,
LF5075,EDINO,ROTIS,195,500,Yes,"ONLY AVBL FOR TFC
Via ROTIS DCT LOGNI
1. ARR ROISSY_GROUP , LFOB
2. Military GAT",21:00..05:30 (21:00..04:30),"Night time fuel saving route (NTFSR).
Shorter route for specified traffic. Time limitation refers to time over EDINO and LOGNI. In case of military activity, anticipate ATC vectors via EDINO DCT OBLAD DCT SOSUR DCT LOGNI. The route extension from EDINO to LOGNI is 5.1 NM",FRAF,Even,LFMMACC,
LI5122,EKDIR,PEPAG,295,305,Yes,"TBD
- General conditions apply",21:00..06:00 (21:00..05:00),Night time fuel saving route (NTFSR),,Even,LI**ACC,
LI5030,EKDIR,PIMOT,275,305,Yes,"TBD
- General conditions apply",21:00..06:00 (21:00..05:00),Night time fuel saving route (NTFSR),,,LI**ACC,
EG5177,EMBOR,EVSON,095,660,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
ARR EGNJ via EMBOR
With RFL above FL095",H24,To ensure traffic follows standard inbound route  EMBOR DCT EVSON M868 ADELU DCT UPTON L975 GOLES DCT,,,EG**ACC,
LM5080,INDOT,TISAL,145,285,Yes,"ONLY AVBL FOR TFC
type M",H24,CARRAT RPA Corridor,,,LMMMACC,
EI5003,EMPER,DEGOS,245,660,Yes,"NOT AVBL FOR TFC
Below FL245 at DEGOS
This traffic shall file RINUS",H24,To force traffic below FL245 via RINUS,,,EISNACC,
EG5076,EMBOR,DENBY,MEA,095,Yes,"ONLY AVBL FOR TFC
ARR EGNJ",H24,To enable traffic ARR EGNJ which has no STARs,,,EG**ACC,
LF5363,ELVET,BEGAR,245,660,Yes,"TBD
- General conditions apply",22:00..06:00 (23:00..04:00),"Night Time Fuel saving Route
Time limitation refers to time over ELVET
In case of Defence activity route via GTQ UN852 LASAT UN491 BEGAR",FRAF,Odd,LFEEACC,
LF5080,EPAGO,RODIN,315,660,Yes,"ONLY AVBL FOR TFC
Via RODIN DCT ABNUR",22:00..05:00 (23:00..04:00),"Timing refers to time at EPAGO
Night FRA
In case of military activity, re-routing via HOC UL613 DIDOR",FRAF,,LF**ACC,
LF5482,EPATI,LUGIS,195,245,Yes,"ONLY AVBL FOR TFC
DEP JERSEY_GROUP with ARR EGSS/GW/SC/TC",When EGD039 is not active,To allow planning via UM185 for traffic DEP EGJ*. When EGD039 is active this traffic shall file UM184 during mil activity.,FRAF,Even,LFRRACC,
LF5279,ERETI,RASPA,255,500,Yes,"ONLY AVBL FOR TFC
Via TABOT DCT ERETI DCT RASPA DCT FJR","SAT..SUN 00:00..04:30 (00:00..03:30)
SAT..SUN 22:00..23:59 (22:00..23:59)","Night time fuel saving route (NTFSR).
Time limitation refers to time over TABOT and FJR. In case of military activity, anticipate ATC vectors via TABOT DCT OBLAD DCT DIVKO UM731 FJR . The route extension from TABOT to FJR is 10.8 NM.",FRAF,Even,LFMMACC,
