ID,AIP RSA ID,CACD RSA ID,"Traffic Flow Rule applied
during times and within vertical limits allocated at EAUP/EUUP","Affected ATS
route/s DCT/s",Categorisation,"Operational
Goal",Remarks,NAS/FAB,"Release
Date",Group ID,"Group
Description"
LKTRA76R,LKTRA76,LKTRA76,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area,,LK,25 OCT 2021,N/A Or Empty,N/A Or Empty
LKTRA90R,LKTRA90,LKTRA90,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active UAV area,,LK,25 OCT 2021,N/A Or Empty,N/A Or Empty
LKTRA91R,LKTRA91,LKTRA91,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active UAV area,,LK,25 OCT 2021,N/A Or Empty,N/A Or Empty
LKTRA92R,LKTRA92,LKTRA92,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active UAV area,,LK,25 OCT 2021,N/A Or Empty,N/A Or Empty
LKTSA4ZR,LKTSA4Z,LKTSA4Z,"NOT AVBL FOR TFC
except
1. via ASTEL DCT KONAR DCT OKG
2. ARR/DEP LKKV",,S,Traffic is not allowed to flight plan across active military area FBZ,,LK,25 OCT 2021,N/A Or Empty,N/A Or Empty
LKTRA37ZR,LKTRA37Z,LKTRA37Z,"NOT AVBL FOR TFC
except
DEP LKPD via TIBLA",,S,Traffic is not allowed to flight plan across active military area FBZ,,LK,25 OCT 2021,N/A Or Empty,N/A Or Empty
LKTRA32ZR,LKTRA32Z,LKTRA32Z,"NOT AVBL FOR TFC
except
1. ARR LKPD
2. DEP LKPD",,S,Traffic is not allowed to flight plan across active military area FBZ,,LK,25 OCT 2021,N/A Or Empty,N/A Or Empty
LKTRA33ZR,LKTRA33Z,LKTRA33Z,"NOT AVBL FOR TFC
except
1. ARR LKPD
2. DEP LKPD",,S,Traffic is not allowed to flight plan across active military area FBZ,,LK,25 OCT 2021,N/A Or Empty,N/A Or Empty
LKTRA77ZR,LKTRA77Z,LKTRA77Z,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area FBZ,,LK,25 OCT 2021,N/A Or Empty,N/A Or Empty
LOD22R,LOD22,LOD22,NOT AVBL FOR TFC,SECSI FRA DCTs,S,"Traffic is not allowed to flight plan across active military area
when activated via NOTAM and according EAUP.",,LO,25 OCT 2021,N/A Or Empty,N/A Or Empty
LOD24R,LOD24,LOD24,NOT AVBL FOR TFC,SECSI FRA DCTs,S,"Traffic is not allowed to flight plan across active military area
when activated via NOTAM and according EAUP.",,LO,25 OCT 2021,N/A Or Empty,N/A Or Empty
LOD25AR,LOD25A,LOD25A,NOT AVBL FOR TFC,SECSI FRA DCTs,S,"Traffic is not allowed to flight plan across active military area
when activated via NOTAM and according EAUP.",,LO,25 OCT 2021,N/A Or Empty,N/A Or Empty
LOD30R,LOD30,LOD30,NOT AVBL FOR TFC,SECSI FRA DCTs,S,"Traffic is not allowed to flight plan across active military area
when activated via NOTAM and according EAUP.",,LO,25 OCT 2021,N/A Or Empty,N/A Or Empty
LOD21R,LOD21,LOD21,NOT AVBL FOR TFC,Z204,S,"Traffic is not allowed to flight plan across active military area
when activated via NOTAM and according EAUP.",,LO,25 OCT 2021,N/A Or Empty,N/A Or Empty
LOR5R,LOR5,LOR5,NOT AVBL FOR TFC,SECSI FRA DCTs,S,Traffic is not allowed to flight plan across active military area,,LO,25 OCT 2021,N/A Or Empty,N/A Or Empty
LOR6R,LOR6,LOR6,NOT AVBL FOR TFC,SECSI FRA DCTs,S,Traffic is not allowed to flight plan across active military area,,LO,25 OCT 2021,N/A Or Empty,N/A Or Empty
LOR15R,LOR15,LOR15,"NOT AVBL FOR TFC
except ARR/DEP LOWW",SECSI FRA DCTs,S,Traffic is not allowed to flight plan across active area,,LO,25 OCT 2021,N/A Or Empty,N/A Or Empty
LOR2BR,LOR2B,LOR2B,"NOT AVBL FOR TFC
Except
a) DEP LOWW 
b) Via J21",SECSI FRA DCTs,S,Traffic is not allowed to flight plan across active military area,,LO,25 OCT 2021,N/A Or Empty,N/A Or Empty
LOR2CR,LOR2C,LOR2C,"NOT AVBL FOR TFC
Except
a) DEP LOWW 
b) Via J21",SECSI FRA DCTs,S,Traffic is not allowed to flight plan across active military area,,LO,25 OCT 2021,N/A Or Empty,N/A Or Empty
LONPZ1R,LONPZ1 INSAX,LONPZ1,NOT AVBL FOR TFC,All DCT/s,S,"Traffic is not allowed to flight plan across defined no planning zone.
NPZ restriction within SECSI FRA area within the AoR of Wien ACC.",,LO,25 OCT 2021,N/A Or Empty,N/A Or Empty
LONPZ2R,LONPZ2 SUNIS,LONPZ2,NOT AVBL FOR TFC,All DCT/s,S,"Traffic is not allowed to flight plan across defined no planning zone.
NPZ restriction within SECSI FRA area within the AoR of Wien ACC.",,LO,25 OCT 2021,N/A Or Empty,N/A Or Empty
LOMTATANR,LOMTATAN,LOMTATAN,NOT AVBL FOR TFC, SECSI FRA DCTs,S,"Traffic is not allowed to flight plan across active military area. 
In case of a REJ due to active area, an anchor point / 5LNC (FRA I-wpt) must be found used (e.g. SETAL, INGID, LIMRA, OBEDI, NURMI, BAGSI, MATIG, RASTA, ABRUK, NEMAL, GAMLI)",,LO,25 OCT 2021,N/A Or Empty,N/A Or Empty
LOMTAPYRR,LOMTAPYR,LOMTAPYR,NOT AVBL FOR TFC, SECSI FRA DCTs,S,"Traffic is not allowed to flight plan across active military area.
In case of a REJ due to active area, an anchor point / 5LNC (FRA I-wpt) must be found used (e.g. SETAL, INGID, NEMAL, LIMRA, OBEDI, EPOLA, NURMI, RASTA, GAMLI, ABRUK).",,LO,25 OCT 2021,N/A Or Empty,N/A Or Empty
LOMTAISHR,LOMTAISH,LOMTAISH,NOT AVBL FOR TFC, SECSI FRA DCTs,S,"Traffic is not allowed to flight plan across active military area.
In case of a REJ due to active area, an anchor point / 5LNC (FRA I-wpt) must be found used (e.g. RASTA, NEMAL, OBEDI, NURMI, MATIG, BAGSI, RASTA, EPOLA, LIMRA, ABRUK).",,LO,25 OCT 2021,N/A Or Empty,N/A Or Empty
LPTRA54R,LPTRA54,LPTRA54,"NOT AVBL FOR TFC
Via ARDID, BARDI, NETOS, NINOS, RIVRO",,S,Traffic is not allowed to flight plan across active military area,,LP,25 OCT 2021,N/A Or Empty,N/A Or Empty
LPTRA55R,LPTRA55,LPTRA55,"NOT AVBL FOR TFC
Via ADINO, BARDI, RIVRO",,S,Traffic is not allowed to flight plan across active military area,,LP,25 OCT 2021,N/A Or Empty,N/A Or Empty
LPD63R,LPD63,LPD63,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area,,LP,25 OCT 2021,N/A Or Empty,N/A Or Empty
LQNPZ1R,LQNPZ1 SOMUN,LQNPZ1,NOT AVBL FOR TFC,All DCT/s,S,"Traffic is not allowed to flight plan across defined no planning zone.
NPZ restriction within SECSI FRA area within the AoR of Sarajevo  ACC.",,LQ,25 OCT 2021,N/A Or Empty,N/A Or Empty
LST201ZR,LST201Z,LST201Z,"NOT AVBL FOR TFC
Except ARR LSGS, DEP LSGS",,S,Traffic is not allowed to flight plan across active military area,,LS,25 OCT 2021,N/A Or Empty,N/A Or Empty
LST202ZR,LST202Z,LST202Z,"NOT AVBL FOR TFC
Except ARR LSGS, DEP LSGS",,S,Traffic is not allowed to flight plan across active military area,,LS,25 OCT 2021,N/A Or Empty,N/A Or Empty
LST203ZR,LST203Z,LST203Z,"NOT AVBL FOR TFC
Except ARR LSGS, DEP LSGS",,S,Traffic is not allowed to flight plan across active military area,,LS,25 OCT 2021,N/A Or Empty,N/A Or Empty
LST204ZR,LST204Z,LST204Z,"NOT AVBL FOR TFC
Except ARR LSGS, DEP LSGS",,S,Traffic is not allowed to flight plan across active military area,,LS,25 OCT 2021,N/A Or Empty,N/A Or Empty
LST21ZR,LST21Z,LST21Z,"NOT AVBL FOR TFC
Except ARR LSGS, DEP LSGS",,S,Traffic is not allowed to flight plan across active military area,,LS,25 OCT 2021,N/A Or Empty,N/A Or Empty
LST23ZR,LST23Z,LST23Z,"NOT AVBL FOR TFC
Except ARR LSGS, DEP LSGS",,S,Traffic is not allowed to flight plan across active military area,,LS,25 OCT 2021,N/A Or Empty,N/A Or Empty
LST24ZR,LST24Z,LST24Z,"NOT AVBL FOR TFC
Except ARR LSGS, DEP LSGS",,S,Traffic is not allowed to flight plan across active military area,,LS,25 OCT 2021,N/A Or Empty,N/A Or Empty
LST301ZR,LST301Z,LST301Z,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area,,LS,25 OCT 2021,N/A Or Empty,N/A Or Empty
LST302ZR,LST302Z,LST302Z,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area,,LS,25 OCT 2021,N/A Or Empty,N/A Or Empty
LST502ZR,LST502Z,LST502Z,"NOT AVBL FOR TFC
Except
via TRA DCT SUXAN",,S,Traffic is not allowed to flight plan across active military area,,LS,25 OCT 2021,N/A Or Empty,N/A Or Empty
LST51ZR,LST51Z,LST51Z,"NOT AVBL FOR TFC
Except
via ARGAX DCT ELMUR",,S,Traffic is not allowed to flight plan across active military area,,LS,25 OCT 2021,N/A Or Empty,N/A Or Empty
LST52ZR,LST52Z,LST52Z,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area,,LS,25 OCT 2021,N/A Or Empty,N/A Or Empty
LST53ZR,LST53Z,LST53Z,"NOT AVBL FOR TFC
Except
1. via SUXAN L613 RONAG
2. via TIRUL Z408 RONAG
3. via bidi:KUSAM Z119 RONAG",,S,Traffic is not allowed to flight plan across active military area,,LS,25 OCT 2021,N/A Or Empty,N/A Or Empty
LST601ZR,LST601Z,LST601Z,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area,,LS,25 OCT 2021,N/A Or Empty,N/A Or Empty
LST61ZR,LST61Z,LST61Z,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area,,LS,25 OCT 2021,N/A Or Empty,N/A Or Empty
LSR3ZR,LSR3Z,LSR3Z,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active area,,LS,25 OCT 2021,N/A Or Empty,N/A Or Empty
LST40ZR,LST40Z,LST40Z,"NOT AVBL FOR TFC
except
via ARGAX DCT ELMUR",,S,Traffic is not allowed to flight plan across active military area,,LS,25 OCT 2021,N/A Or Empty,N/A Or Empty
LST32ZR,LST32Z,LST32Z,"NOT AVBL FOR TFC
Except
1. via bidi:LS207 KY252 LS208
2. via bidi:LS208 KY252 LS209
3. via bidi:LS209 KY252 LS210",,S,Traffic is not allowed to flight plan across active military area,,LS,25 OCT 2021,N/A Or Empty,N/A Or Empty
LYTSA11R,LYTSA11,LYTSA11,"NOT AVBL FOR TFC
Except dep-arr LYBE/BT/KV/NI/UZ/VR & flt-sts(HEAD, FFR, SAR, MEDEVAC)","SECSI FRA DCTs
ENUPU L5 IRGOR L5 DONIV,
DONIV L610 PELOV L610 TISAK,
OSVIX L617 PELOV L617 PARAK,
DIRER N164 DONIV,
bidi: DONIV N188 MAVIT,
SOMUN N978 MAVIT,
ELGEB P129 IRGOR P129 MAVIT,
TISAK P192 OKLOP,
DIRER Z924 VAL
Options for circumnavigation of the military area are given in Serbia / Montenegro AIP ENR 1.10 para 4.2.1",S,Traffic is not allowed to flight plan through active military area,,LY,25 OCT 2021,N/A Or Empty,N/A Or Empty
LYTSA11ZR,LYTSA11Z,LYTSA11Z,"NOT AVBL FOR TFC
Except dep-arr LYBE/BT/KV/NI/UZ/VR & flt-sts(HEAD, FFR, SAR, MEDEVAC)","SECSI FRA DCTs
ENUPU L5 IRGOR L5 DONIV L5 VELIP,
UTEKA L610 DONIV L610 PELOV L610 TISAK,
OSVIX L617 PELOV L617 PARAK,
bidi: BGD M173 TISAK,
DIRER N164 DONIV N164 XENIT,
bidi: OKLOP N188 DONIV N188 MAVIT,
bidi: BGD N739 OKLOP,
SOMUN N978 MAVIT,
ELGEB P129 IRGOR P129 MAVIT,
TISAK P192 OKLOP,
DIRER Z924 VAL,
ESIRI Y520 BGD
Options for circumnavigation of the military area are given in Serbia / Montenegro AIP ENR 1.10 para 4.2.1",S,Traffic is not allowed to flight plan through active military area,,LY,25 OCT 2021,N/A Or Empty,N/A Or Empty
LYTSA12R,LYTSA12,LYTSA12,"NOT AVBL FOR TFC
Except dep-arr LYBE/BT/KV/NI/UZ/VR & flt-sts(HEAD, FFR, SAR, MEDEVAC)","SECSI FRA DCTsIRGOR L5 DONIV L5 VELIP,UTEKA L610 DONIV L610 PELOV,OKLOP L617 OSVIX L617 PELOV,bidi: SMI M19 OKLOP,DIRER N164 DONIV N164 XENIT,bidi: OKLOP N188 DONIV N188 MAVIT,bidi: BGD N739 OKLOP,ELGEB P129 IRGOR,TISAK P192 OKLOP,ESIRI Y88 OSVIX Y88 XENIT,ESIRI Y520 BGD,DCT DONIV - ETIDA Options for circumnavigation of the military area are given in Serbia / Montenegro AIP ENR 1.10 para 4.2.1",S,Traffic is not allowed to flight plan through active military area,,LY,25 OCT 2021,N/A Or Empty,N/A Or Empty
LYTSA12ZR,LYTSA12Z,LYTSA12Z,"NOT AVBL FOR TFC
Except dep-arr LYBE/BT/KV/NI/UZ/VR & flt-sts(HEAD, FFR, SAR, MEDEVAC)","SECSI FRA DCTs ENUPU L5 IRGOR L5 DONIV L5 VELIP, UTEKA L610 DONIV L610 PELOV, OKLOP L617 OSVIX L617 PELOV, bidi: SMI M19 OKLOP, DIRER N164 DONIV N164 XENIT, bidi: OKLOP N188 DONIV N188 MAVIT, bidi: BGD N739 OKLOP, ELGEB P129 IRGOR P129 MAVIT, TISAK P192 OKLOP, ANASA Y88 ESIRI Y88 OSVIX Y88 XENIT, UTEKA Y520 ESIRI Y520 BGD, DIRER Z924 VAL, DCT DONIV - ETIDA Options for circumnavigation of the military area are given in Serbia / Montenegro AIP ENR 1.10 para 4.2.1",S,Traffic is not allowed to flight plan through active military area,,LY,25 OCT 2021,N/A Or Empty,N/A Or Empty
LYTSA13R,LYTSA13,LYTSA13,"NOT AVBL FOR TFC
Except dep-arr LYBE/BT/KV/NI/UZ/VR & flt-sts(HEAD, FFR, SAR, MEDEVAC)","SECSI FRA DCTsUTEKA L610 DONIV,bidi: NEPOS L617 OKLOP,OKLOP L617 OSVIX,bidi: SMI M19 OKLOP,OKLOP M19 ETIDA,OBLAK N188 OKLOP,bidi: OKLOP N188 DONIV,bidi: BGD N739 OKLOP,OKLOP N739 OBAGI,TISAK P192 OKLOP,ANASA Y88 ESIRI Y88 OSVIX,UTEKA Y520 ESIRI Y520 BGD,DCT DONIV - ETIDA Options for circumnavigation of the military area are given in Serbia / Montenegro AIP ENR 1.10 para 4.2.1",S,Traffic is not allowed to flight plan through active military area,,LY,25 OCT 2021,N/A Or Empty,N/A Or Empty
LYTSA13ZR,LYTSA13Z,LYTSA13Z,"NOT AVBL FOR TFC
Except dep-arr LYBE/BT/KV/NI/UZ/VR & flt-sts(HEAD, FFR, SAR, MEDEVAC)","SECSI FRA DCTsUTEKA L610 DONIV,bidi: RAVAK L617 NEPOS L617 OKLOP,OKLOP L617 OSVIX L617 PELOV,bidi: SMI M19 OKLOP,OKLOP M19 ETIDA,OBLAK N188 OKLOP,bidi: OKLOP N188 DONIV,bidi: BGD N739 OKLOP,OKLOP N739 OBAGI,TISAK P192 OKLOP,ANASA Y88 ESIRI Y88 OSVIX Y88 XENIT,UTEKA Y520 ESIRI Y520 BGD,DCT DONIV - ETIDA Options for circumnavigation of the military area are given in Serbia / Montenegro AIP ENR 1.10 para 4.2.1",S,Traffic is not allowed to flight plan through active military area,,LY,25 OCT 2021,N/A Or Empty,N/A Or Empty
LYTSA02R,LYTSA02,LYTSA02,"NOT AVBL FOR TFC
Except dep-arr LYBE/BT/KV/NI/UZ/VR & flt-sts(HEAD, FFR, SAR, MEDEVAC)","SECSI FRA DCTs PELOV L610 TISAK, bidi: BGD M173 TISAK, SOMUN N978 MAVIT, TISAK P192 OKLOP",S,Traffic is not allowed to flight plan through active military area,,LY,25 OCT 2021,N/A Or Empty,N/A Or Empty
LYTSA02ZR,LYTSA02Z,LYTSA02Z,"NOT AVBL FOR TFC
Except dep-arr LYBE/BT/KV/NI/UZ/VR & flt-sts(HEAD, FFR, SAR, MEDEVAC)","SECSI FRA DCTs PELOV L610 TISAK, bidi: BGD M173 TISAK, BGD M749 KOTUS, bidi: BGD N739 NIVIS, SOMUN N978 MAVIT, TISAK P192 OKLOP, BGD Y520 TADAM",S,Traffic is not allowed to flight plan through active military area,,LY,25 OCT 2021,N/A Or Empty,N/A Or Empty
LYTSA03R,LYTSA03,LYTSA03,"NOT AVBL FOR TFC
Except dep-arr LYBE/BT/KV/NI/UZ/VR & flt-sts(HEAD, FFR, SAR, MEDEVAC)","SECSI FRA DCTs VAL L616 REDVA, ALELU M173 ELGEB, VAGEN N128 NANER, NANER N164 MOJ, TORTO P129 ELGEB, VEBAR P738 RAMAP",S,Traffic is not allowed to flight plan through active military area,,LY,25 OCT 2021,N/A Or Empty,N/A Or Empty
LYTSA03ZR,LYTSA03Z,LYTSA03Z,"NOT AVBL FOR TFC
Except dep-arr LYBE/BT/KV/NI/UZ/VR & flt-sts(HEAD, FFR, SAR, MEDEVAC)","SECSI FRA DCTs TORTO L614 RAMAP, RAVAK L615 NANER L615 KOSIV, VAL L616 REDVA, UTOMO M127 VAL, ALELU M173 ELGEB, bidi: VTN M749 NEVAK, VAGEN N128 NANER N128 VAL, VAL N131 SOSEK, XENIT N164 NANER N164 MOJ, TORTO P129 ELGEB, VEBAR P738 RAMAP",S,Traffic is not allowed to flight plan through active military area,,LY,25 OCT 2021,N/A Or Empty,N/A Or Empty
LYTSA05R,LYTSA05,LYTSA05,"NOT AVBL FOR TFC
Except dep-arr LYBE/BT/KV/NI/UZ/VR & flt-sts(HEAD, FFR, SAR, MEDEVAC)","SECSI FRA DCTs IRGOR L5 DONIV L5 VELIP, UTEKA L610 DONIV L610 PELOV L610 TISAK, OSVIX L617 PELOV L617 PARAK, DIRER N164 DONIV N164 XENIT, bidi: OKLOP N188 DONIV N188 MAVIT, SOMUN N978 MAVIT, IRGOR P129 MAVIT, DIRER Z924 VAL, DCT DONIV - ETIDA",S,Traffic is not allowed to flight plan through active military area,,LY,25 OCT 2021,N/A Or Empty,N/A Or Empty
LYTSA05ZR,LYTSA05Z,LYTSA05Z,"NOT AVBL FOR TFC
Except dep-arr LYBE/BT/KV/NI/UZ/VR & flt-sts(HEAD, FFR, SAR, MEDEVAC)","SECSI FRA DCTs IRGOR L5 DONIV L5 VELIP, UTEKA L610 DONIV L610 PELOV L610 TISAK, OSVIX L617 PELOV L617 PARAK, DIRER N164 DONIV N164 XENIT, bidi: OKLOP N188 DONIV N188 MAVIT, SOMUN N978 MAVIT, IRGOR P129 MAVIT, TISAK P192 OKLOP, ESIRI Y520 BGD, DIRER Z924 VAL, DCT DONIV - ETIDA",S,Traffic is not allowed to flight plan through active military area,,LY,25 OCT 2021,N/A Or Empty,N/A Or Empty
LYTSA06R,LYTSA06,LYTSA06,"NOT AVBL FOR TFC
Except dep-arr LYBE/BT/KV/NI/UZ/VR & flt-sts(HEAD, FFR, SAR, MEDEVAC)","SECSI FRA DCTs GINAM L614 NISVA, bidi: RAVAK L617 RAXAD, OKANA L863 RAVAK, SOSEK N131 NISVA, SOSEK T23 VAGEN, RAVAK Y505 NISVA, VAGEN Y575 IDABO",S,Traffic is not allowed to flight plan through active military area,,LY,25 OCT 2021,N/A Or Empty,N/A Or Empty
LYTSA06ZR,LYTSA06Z,LYTSA06Z,"NOT AVBL FOR TFC
Except dep-arr LYBE/BT/KV/NI/UZ/VR & flt-sts(HEAD, FFR, SAR, MEDEVAC)","SECSI FRA DCTs GINAM L614 NISVA, OBLAK L615 RAVAK, bidi: RAVAK L617 RAXAD, OKANA L863 RAVAK, VAGEN N128 NANER, SOSEK N131 NISVA, OKLOP N739 OBAGI N739 NISVA, SOSEK T23 VAGEN, RAVAK Y505 NISVA, VAGEN Y575 IDABO, DCT TPL - RAXAD, DCT VAGEN - BLC",S,Traffic is not allowed to flight plan through active military area,,LY,25 OCT 2021,N/A Or Empty,N/A Or Empty
LYTR101R,LYTRA101,LYTR101,"NOT AVBL FOR TFC
Except dep-arr LYBE/BT/KV/NI/UZ/VR & flt-sts(HEAD, FFR, SAR, MEDEVAC)","SECSI FRA DCTs PELOV L610 TISAK, PELOV L617 PARAK, SOMUN N978 MAVIT, TISAK P192 OKLOP",S,Traffic is not allowed to flight plan through active military area,,LY,25 OCT 2021,N/A Or Empty,N/A Or Empty
LYTR101ZR,LYTRA101Z,LYTR101Z,"NOT AVBL FOR TFC
Except dep-arr LYBE/BT/KV/NI/UZ/VR & flt-sts(HEAD, FFR, SAR, MEDEVAC)","SECSI FRA DCTs PELOV L610 TISAK, PELOV L617 PARAK, bidi: BGD M173 TISAK, SOMUN N978 MAVIT, TISAK P192 OKLOP",S,Traffic is not allowed to flight plan through active military area,,LY,25 OCT 2021,N/A Or Empty,N/A Or Empty
LYTR102R,LYTRA102,LYTR102,"NOT AVBL FOR TFC
Except dep-arr LYBE/BT/KV/NI/UZ/VR & flt-sts(HEAD, FFR, SAR, MEDEVAC)","SECSI FRA DCTs PELOV L610 TISAK L610 TONDO, PELOV L617 PARAK, bidi: BGD M173 TISAK M173 PARAK, KEROP P192 TISAK P192 OKLOP, BABIT Y574 ROMUX",S,Traffic is not allowed to flight plan through active military area,,LY,25 OCT 2021,N/A Or Empty,N/A Or Empty
LYTR102ZR,LYTRA102Z,LYTR102Z,"NOT AVBL FOR TFC
Except dep-arr LYBE/BT/KV/NI/UZ/VR & flt-sts(HEAD, FFR, SAR, MEDEVAC)","SECSI FRA DCTs PELOV L610 TISAK L610 TONDO, PELOV L617 PARAK, bidi: BGD M173 TISAK M173 PARAK, KEROP P192 TISAK P192 OKLOP, BABIT Y574 ROMUX",S,Traffic is not allowed to flight plan through active military area,,LY,25 OCT 2021,N/A Or Empty,N/A Or Empty
LYTR103R,LYTRA103,LYTR103,"NOT AVBL FOR TFC
Except dep-arr LYBE/BT/KV/NI/UZ/VR & flt-sts(HEAD, FFR, SAR, MEDEVAC)","SECSI FRA DCTs TISAK L610 TONDO, KEROP P192 TISAK, BABIT Y574 ROMUX",S,Traffic is not allowed to flight plan through active military area,,LY,25 OCT 2021,N/A Or Empty,N/A Or Empty
LYTR103ZR,LYTRA103Z,LYTR103Z,"NOT AVBL FOR TFC
Except dep-arr LYBE/BT/KV/NI/UZ/VR & flt-sts(HEAD, FFR, SAR, MEDEVAC)","SECSI FRA DCTs TISAK L610 TONDO, KEROP L616 NIVIS, PELOV L617 PARAK, bidi: TISAK M173 PARAK, KOTUS M749 TONDO, KEROP P192 TISAK, BABIT Y574 ROMUX",S,Traffic is not allowed to flight plan through active military area,,LY,25 OCT 2021,N/A Or Empty,N/A Or Empty
LYTR106R,LYTRA106,LYTR106,"NOT AVBL FOR TFC
Except dep-arr LYBE/BT/KV/NI/UZ/VR & flt-sts(HEAD, FFR, SAR, MEDEVAC)","SECSI FRA DCTs UTEKA L610 DONIV, bidi: NEPOS L617 OKLOP, OKLOP L617 OSVIX L617 PELOV, bidi: SMI M19 OKLOP, OKLOP M19 ETIDA, DONIV N164 XENIT, bidi: OKLOP N188 DONIV, OBLAK N188 OKLOP, bidi: BGD N739 OKLOP, OKLOP N739 OBAGI, TISAK P192 OKLOP, ANASA Y88 ESIRI Y88 OSVIX Y88 XENIT, UTEKA Y520 ESIRI Y520 BGD, DCT DONIV - ETIDA",S,Traffic is not allowed to flight plan through active military area,,LY,25 OCT 2021,N/A Or Empty,N/A Or Empty
