Change Status,Point Type,FRA Point,FRA Point Latitude,FRA Point Longitude,FRA Name,FRA Status En-Route,FRA Status ARR/DEP,Arrival Airport(s),Departure Airport(s),FLOS,Level Availability,Time Availability,Airspace Location Indicators,Cross-Border FRA States,Remarks
,,ANEXA,N475117,E0182910,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,-,A,"LHBP,LHKE,LHTL",,-,FL245 / FL660,H24,LZBB,,
,,ANIDE,N340949,E0300000,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL305 / FL660,H24,LGGG,LCCC,
,,ANTAR,N334800,E0281600,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,E,-,,,-,FL305 / FL660,H24,LGGG,HECC,
,,AOSTA,N454747,E0072045,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,X,D,,"LIMC,LIME,LIML",-,FL195 / FL660,H24,LIMM,,
,,APNEZ,N531538,E0151700,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,-,D,,EPSC,-,FL095 / FL660,H24,EPWW,,
,,APRAQ,N493854,E0140721,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,X,A,"LKCV,LKKB,LKKV,LKPD,LKPR,LKVO",,-,FL095 / FL165,H24,LKAA,,
,,APRAQ,N493854,E0140721,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,A,"LKCV,LKKB,LKKV,LKPD,LKPR,LKVO",,-,FL165 / FL660,H24,LKAA,,
,,APRIV,N444057,E0095235,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,LIML,-,FL195 / FL660,H24,LIMM,,
,,APROB,N435824,E0250009,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL105 / FL660,H24,LRBB,,
,,APSAM,N470535,E0232156,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL175 / FL660,H24,LRBB,,
,,APSIK,N544000,E0164000,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,EPWW,,
,,APSUX,N411110,E0103455,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIRR,,
,,APTAN,N462315,E0262056,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,LRBC,-,FL105 / FL660,H24,LRBB,,
,,APVAR,N390209,E0155646,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIRR,,
,VORDME,ARA,N380932,E0212546,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL305 / FL660,H24,LGGG,,
,,ARALD,N464101,E0131549,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,LAL / FL660,H24,LOVV,,
,,ARBUM,N391643,E0154809,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,AD,LICA,LICA,-,FL195 / FL660,H24,LIRR,,
,,ARCAZ,N463320,E0212726,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,AD,"LRAR,LRTR","LRAR,LRTR",ODD/EVEN,FL105 / FL175,H24,LRBB,,
,,ARCAZ,N463320,E0212726,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,AD,"LRAR,LRTR","LRAR,LRTR",-,FL175 / FL660,H24,LRBB,,
,,ARDAM,N444752,E0123021,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,AD,LIPZ,LIPZ,-,FL195 / FL660,H24,LIMM,,
,,ARDUT,N535129,E0211002,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,AD,EPSY,"EYKA,EYVI",-,FL095 / FL660,H24,EPWW,,
,,ARFOL,N364923,E0143940,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIRR,,
,,ARFOL,N364923,E0143940,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,LMML,EVEN,FL195 / FL660,H24,LIRR,,
,,ARFOX,N475828,E0183427,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,-,A,"LHBP,LHKE,LHTL",,-,FL245 / FL660,H24,LZBB,,
,,ARGES,N440456,E0264936,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL175 / FL660,H24,LRBB,LBSR,
,,ARGIX,N505642,E0215820,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,EPLB,-,FL095 / FL660,H24,EPWW,,
,,ARKUG,N533024,E0165018,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,EPWW,,
,,ARLES,N455546,E0082230,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIMM,,
,,ARLON,N462450,E0150147,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,LAL / FL660,H24,LJLA,,
,,ARLOS,N343731,E0230000,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL305 / FL660,H24,LGGG,LMMM,
,,ARLOS,N343731,E0230000,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,-,,,EVEN/ODD,FL195 / FL305,H24,LMMM,LGGG,
,,ARLOS,N343731,E0230000,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,EVEN/ODD,FL305 / FL660,H24,LMMM,LGGG,
,,ARMEX,N512944,E0170726,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,EPWW,,
,,ARMIX,N452857,E0141604,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,X,-,,,-,7500 FT / FL205,H24,LDZO,LJLA,
,,ARMIX,N452857,E0141604,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL205 / FL660,H24,LDZO,LJLA,
 ,,ARMIX,N452857,E0141604,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,X,-,,,-,7500 FT / FL205,H24,LJLA,LDZO,
 ,,ARMIX,N452857,E0141604,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL205 / FL660,H24,LJLA,LDZO,
,,ARNOS,N463229,E0133410,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,A,LOWK,,-,LAL / FL660,H24,LOVV,LIMM,
,,ARNOV,N424452,E0264605,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL175 / FL660,H24,LBSR,,
,,ARPIG,N472008,E0271810,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,AD,LRSV,LRSV,-,FL105 / FL660,H24,LRBB,,
,,ARSAP,N521341,E0144245,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,E,-,,,-,FL095 / FL660,H24,EPWW,EDUU,Only for DEP EDDB/EDDT
,,ARSIK,N403844,E0082741,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIRR,,
,,ARSIN,N473402,E0164513,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,LOWW,-,FL095 / FL660,H24,LHCC,,
,,ARSIN,N473402,E0164513,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,E,D,,LOWW,-,LAL / FL095,H24,LHCC,,
,,ARSIN,N473402,E0164513,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,LOWW,-,FL095 / FL660,H24,LHCC,,"(E) Only for DEP LOWW, (X) EVEN FLs for all exiting aircraft"
,,ARSOB,N424045,E0145346,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIBB,,
,,ARSOG,N495926,E0224159,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,EPWW,,
,,ARTAT,N422150,E0293727,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,X,D,,LBBG,ODD,FL175 / FL660,H24,LBSR,LTBB,
,,ARTUP,N504107,E0145418,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,E,D,,"LKKB,LKPR,LKVO",-,FL095 / FL165,H24,LKAA,,
,,ARVOD,N450928,E0121123,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,-,A,LIPE,,-,FL195 / FL660,H24,LIMM,,
,,ASBIM,N530924,E0214420,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,AD,"EYKA,EYVI","EYKA,EYVI",-,FL095 / FL660,H24,EPWW,,
,,ASBOP,N440727,E0075712,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIMM,,
,,ASDAX,N361550,E0131240,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LMMM,,
,,ASDOR,N434705,E0122359,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIMM,,
,,ASGUL,N533819,E0165650,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,EPWW,,
,,ASKOR,N562258,E0223646,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,-,,,-,FL095 / FL660,H24,EYVL,EVRR,
,,ASKOT,N363000,E0162705,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIRR,LMMM,
,,ASKOT,N363000,E0162705,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,EVEN,FL195 / FL660,H24,LMMM,LIRR,
,,ASKUT,N462411,E0281416,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,LUUU,LRBB,
,,ASKUT,N462411,E0281416,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL105 / FL660,H24,LRBB,LUUU,
,,ASLUX,N521914,E0220938,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,EPWW,,
,,ASMIN,N474340,E0291323,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,-,,,-,FL095 / FL660,H24,LUUU,UKBU,
,,ASNEL,N443212,E0261948,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL175 / FL660,H24,LRBB,,
,,ASPIR,N421120,E0134415,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,A,"LIRA,LIRF",,-,FL195 / FL660,H24,LIRR,LIBB,
,,ASTEL,N505152,E0145138,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,LKAA,,
,,ASTIG,N445630,E0081725,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIMM,,
,,ASTOD,N463740,E0272337,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL105 / FL660,H24,LRBB,,
,,ASTOV,N372515,E0223204,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL305 / FL660,H24,LGGG,,
,,ASVEM,N512856,E0211338,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,EPWW,,
,,ATBOG,N433321,E0265552,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL175 / FL660,H24,LBSR,,
,,ATFIR,N412406,E0234629,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,E,-,,,EVEN,FL175 / FL660,H24,LBSR,LGGG,
,,ATFIR,N412406,E0234629,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,X,-,,,-,FL305 / FL660,H24,LGGG,LBSR,
,,ATKEK,N495518,E0214102,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,EPWW,,
,,ATKUN,N524038,E0180412,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,EPWW,,
,,ATMEV,N504359,E0173011,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,EPWW,,
,,ATMIR,N524716,E0172748,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,EPWW,,
,,ATNET,N404555,E0100808,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,LIEO,-,FL195 / FL660,H24,LIRR,,
,,ATPED,N460915,E0102549,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIMM,,
,,ATREK,N475312,E0291359,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,X,D,,LUBM,-,FL095 / FL660,H24,LUUU,UKBU,
,,ATRUP,N422056,E0133544,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIRR,LIBB,
,,ATSOS,N465945,E0225115,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,X,A,"LRCL,LRTM",,ODD,FL105 / FL175,H24,LRBB,,
,,ATSOS,N465945,E0225115,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,A,"LRCL,LRTM",,-,FL175 / FL660,H24,LRBB,,
,VORDME,ATV,N375319,E0234816,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL305 / FL660,H24,LGGG,,
,,AVDAZ,N482645,E0271947,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,-,,,EVEN/ODD,FL095 / FL660,H24,LUUU,UKBU,
,,AXUTA,N465517,E0231251,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL175 / FL660,H24,LRBB,,
,,AYTEK,N414829,E0262142,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,X,-,,,ODD,FL175 / FL660,H24,LBSR,LTBB,
,,AZAVE,N453219,E0140346,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,-,A,LJPZ,,-,LAL / FL660,H24,LJLA,,
,,AZBUX,N431453,E0213827,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,LYNI,-,FL205 / FL660,H24,LYBA,,
,,AZBUX,N431452,E0213826,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,LYNI,-,FL205 / FL660,H24,LYBA,,
,,AZHIF,N414810,E0164809,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,A,LIBR,,-,FL195 / FL660,H24,LIBB,,
,,BABAG,N452313,E0130737,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIMM,LDZO,
,,BABEN,N542317,E0151431,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,EPWW,,
,,BABIB,N461043,E0290305,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,E,-,,,-,FL095 / FL660,H24,LUUU,UKBU,
,,BABIT,N455554,E0185544,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,-,,,EVEN/ODD,FL095 / FL660,H24,LHCC,LYBA,
,,BABIT,N455554,E0185544,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,-,,,ODD/EVEN,FL205 / FL660,H24,LYBA,LHCC,
,,BABKO,N493642,E0192810,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,EPWW,LZBB,
,,BABKO,N493642,E0192810,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,D,,EPKT,EVEN/ODD,FL245 / FL285,H24,LZBB,EPWW,
,,BABKO,N493642,E0192810,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,EPKT,-,FL285 / FL660,H24,LZBB,EPWW,
,,BABLO,N365023,E0113000,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,E,-,,,-,FL195 / FL660,H24,LIRR,DTTC,
,,BABNI,N485753,E0181512,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL245 / FL660,H24,LZBB,,
,,BABOL,N444652,E0183722,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL205 / FL660,H24,LQSB,,
,,BABOT,N551012,E0164125,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,EPWW,,
,,BABOX,N465345,E0194059,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,-,D,,LHKE,-,FL095 / FL660,H24,LHCC,,
,,BACAM,N442807,E0232826,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL105 / FL660,H24,LRBB,,
,,BADIT,N480952,E0125004,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,A,LOWS,,-,LAL / FL660,H24,LOVV,EDMM,
,,BADKA,N452239,E0290639,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,D,,LRTC,ODD/EVEN,FL105 / FL660,H24,LRBB,UKBU,
,,BADNO,N514500,E0174042,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,EPWW,,
,,BADOG,N360306,E0215853,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL305 / FL660,H24,LGGG,,
,,BADOP,N452744,E0130015,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,LIPH,-,FL195 / FL660,H24,LIMM,,
,,BADOR,N473425,E0220629,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,X,-,,,-,FL095 / FL105,H24,LHCC,LRBB,
,,BADOR,N473425,E0220629,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL105 / FL660,H24,LHCC,LRBB,
,,BADOV,N480116,E0184857,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,-,D,,"LHBP,LHKE,LHTL",-,FL095 / FL660,H24,LHCC,LZBB,
,,BADOV,N480116,E0184857,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,-,D,,"LHBP,LHKE,LHTL",-,FL245 / FL660,H24,LZBB,LHCC,
,,BADUP,N520333,E0172516,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,EPWW,,Only for ARR/DEP EPZG
,,BADUS,N542318,E0253518,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,-,,,-,FL095 / FL660,H24,EYVL,UMMV,
,,BAGIX,N385925,E0152928,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIRR,,
,,BAGNO,N435326,E0114808,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,AD,LIPE,LIPE,-,FL195 / FL660,H24,LIMM,,
,,BAGRI,N451112,E0294812,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,E,-,,,ODD,FL105 / FL660,H24,LRBB,UKBU,
,,BAGSI,N480328,E0141723,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,LAL / FL660,H24,LOVV,,
,,BAGTU,N350700,E0145500,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LMMM,,
,,BAJUN,N431827,E0211745,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,AD,LYKV,LYNI,-,FL205 / FL660,H24,LYBA,,
,,BAJUN,N431826,E0211744,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,AD,LYKV,LYNI,-,FL205 / FL660,H24,LYBA,,
,,BAKEP,N441037,E0123541,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIMM,,
,,BAKLO,N423234,E0262932,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,LTFM,-,FL175 / FL660,H24,LBSR,,
,,BAKOR,N463632,E0114343,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,A,LIPH,,-,FL195 / FL660,H24,LIMM,,
,,BAKRO,N431117,E0095315,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,LIMF,-,FL195 / FL660,H24,LIRR,,
,,BALAP,N480405,E0191500,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,E,-,,,ODD,FL095 / FL245,H24,LHCC,LZBB,
,,BALAP,N480405,E0191500,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL245,H24,LHCC,LZBB,
,,BALAP,N480405,E0191500,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,E,-,,,ODD,FL245 / FL660,H24,LHCC,LZBB,
,,BALAP,N480405,E0191500,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL245 / FL660,H24,LZBB,LHCC,
,,BALBA,N505142,E0230124,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,"EPMO,EPWA",-,FL095 / FL660,H24,EPWW,,
,,BALBI,N445418,E0254515,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL175 / FL660,H24,LRBB,,
,,BALEM,N412852,E0184109,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,-,,,-,FL195 / FL205,H24,LYBA,,
,,BALEM,N412852,E0184109,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL205 / FL245,H24,LYBA,,
,,BALEM,N412852,E0184109,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,ODD/EVEN,FL205 / FL245,H24,LYBA,,
,,BALHA,N423314,E0181639,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL205 / FL660,H24,LDZO,,
,,BALIK,N434036,E0271800,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,"LBBG,LBWN",-,FL175 / FL660,H24,LBSR,,
,,BALIT,N554837,E0190528,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,-,,,-,FL095 / FL660,H24,EYVL,UMKK,
,,BALOS,N501632,E0193930,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,EPWW,,Only for DEP EPWR
,,BALTU,N500522,E0131935,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,-,,,-,FL095 / FL165,H24,LKAA,,
,,BALTU,N500522,E0131935,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL165 / FL660,H24,LKAA,,
,,BALUX,N472027,E0190746,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,A,"LOWW, LZIB",,-,FL095 / FL660,H24,LHCC,,
,,BAMEK,N445419,E0111722,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,LIPH,-,FL195 / FL660,H24,LIMM,,
,,BAMOS,N391741,E0233340,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL305 / FL660,H24,LGGG,,
,,BAMOX,N544256,E0171700,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,EPWW,,
,,BAMSO,N522009,E0215435,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,EPRA,-,FL095 / FL660,H24,EPWW,,
,,BAMUD,N475432,E0241235,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,-,,,ODD/EVEN,FL105 / FL660,H24,LRBB,UKBU,
,,BANAV,N414343,E0170040,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIBB,,
,,BANRO,N362941,E0275943,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,-,,,-,FL305 / FL660,H24,LGGG,,
,,BANUB,N542743,E0141750,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,-,,,-,FL095 / FL660,H24,EPWW,EDUU,
,,BAPGU,N464727,E0271743,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL105 / FL660,H24,LRBB,,
,,BAPLU,N450918,E0101341,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIMM,,
,VORDME,BAR,N410839,E0164635,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,LIBR,-,FL195 / FL660,H24,LIBB,,
,,BAREB,N454446,E0182448,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,-,,,ODD/EVEN,FL205 / FL660,H24,LDZO,LHCC,
,,BAREB,N454446,E0182448,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,D,,LHBP,EVEN/ODD,FL095 / FL660,H24,LHCC,LDZO,
,,BAREP,N521616,E0153352,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,AD,EPZG,EPZG,-,FL095 / FL660,H24,EPWW,,
,,BAREX,N505340,E0184418,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,EPWW,,
,,BARGU,N535950,E0211511,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,A,"EYKA,EYVI",,-,FL095 / FL660,H24,EPWW,,
,,BARIT,N431540,E0175121,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL205 / FL660,H24,LQSB,,
